,amount,payment_date,staff_last_name,customer_last_name,address,city
9326,3.99,2005-07-09 17:03:50,Hillyer,GRAF,785 Vaduz Street,Mexicali
9327,6.99,2005-07-27 03:59:35,Hillyer,GRAF,785 Vaduz Street,Mexicali
9328,0.99,2005-08-01 22:54:28,Hillyer,GRAF,785 Vaduz Street,Mexicali
9329,0.99,2005-08-02 12:18:29,Hillyer,GRAF,785 Vaduz Street,Mexicali
9330,3.99,2005-05-25 17:22:10,Stephens,GRAF,785 Vaduz Street,Mexicali
9331,4.99,2005-06-16 01:42:24,Stephens,GRAF,785 Vaduz Street,Mexicali
9332,0.99,2005-06-17 02:57:34,Stephens,GRAF,785 Vaduz Street,Mexicali
9333,0.99,2005-06-17 06:04:25,Stephens,GRAF,785 Vaduz Street,Mexicali
9334,6.99,2005-06-18 19:58:12,Stephens,GRAF,785 Vaduz Street,Mexicali
9335,4.99,2005-07-09 06:09:51,Stephens,GRAF,785 Vaduz Street,Mexicali
9336,5.99,2005-07-28 15:29:00,Stephens,GRAF,785 Vaduz Street,Mexicali
9337,9.99,2005-07-28 18:23:49,Stephens,GRAF,785 Vaduz Street,Mexicali
9338,5.99,2005-07-30 22:24:34,Stephens,GRAF,785 Vaduz Street,Mexicali
9339,2.99,2005-07-31 09:08:03,Stephens,GRAF,785 Vaduz Street,Mexicali
9340,2.99,2005-08-17 01:34:32,Stephens,GRAF,785 Vaduz Street,Mexicali
9341,4.99,2005-08-19 18:02:18,Stephens,GRAF,785 Vaduz Street,Mexicali
9342,3.99,2005-08-20 02:44:06,Stephens,GRAF,785 Vaduz Street,Mexicali
9343,0.99,2005-08-20 15:05:29,Stephens,GRAF,785 Vaduz Street,Mexicali
9344,5.99,2005-08-23 20:04:41,Stephens,GRAF,785 Vaduz Street,Mexicali
9345,3.99,2005-06-15 12:26:18,Hillyer,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9346,0.99,2005-06-16 15:32:12,Hillyer,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9347,3.99,2005-08-19 08:34:39,Hillyer,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9348,0.99,2005-08-21 18:17:59,Hillyer,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9349,2.99,2005-08-22 16:55:26,Hillyer,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9350,2.99,2005-05-26 01:25:21,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9351,5.99,2005-05-29 20:14:34,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9352,4.99,2005-06-15 21:08:01,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9353,5.99,2005-07-07 02:19:14,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9354,3.99,2005-07-07 18:58:57,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9355,5.99,2005-07-11 21:13:19,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9356,4.99,2005-07-27 19:19:53,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9357,2.99,2005-07-29 11:29:12,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9358,4.99,2005-07-31 10:28:21,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9359,5.99,2005-08-02 08:34:40,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9360,5.99,2005-08-18 01:34:13,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9361,4.99,2005-08-19 07:56:08,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9362,0.99,2005-08-21 18:32:42,Stephens,BILLINGSLEY,1516 Escobar Drive,Nukualofa
9363,0.99,2005-05-26 08:01:54,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9364,0.99,2005-05-27 07:14:00,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9365,4.99,2005-06-15 20:05:49,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9366,2.99,2005-07-07 22:22:44,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9367,7.99,2005-07-11 18:04:29,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9368,6.99,2005-07-27 04:46:00,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9369,4.99,2005-07-30 11:23:22,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9370,2.99,2005-08-17 14:03:46,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9371,4.99,2005-08-18 12:41:41,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9372,10.99,2005-08-21 21:00:03,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9373,4.99,2005-08-23 04:28:25,Hillyer,ARTIS,1628 Nagareyama Lane,San Lorenzo
9374,0.99,2005-06-15 02:57:51,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9375,0.99,2005-06-16 01:58:35,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9376,4.99,2005-06-19 17:45:15,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9377,2.99,2005-07-07 22:09:45,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9378,4.99,2005-07-07 23:20:05,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9379,3.99,2005-07-10 00:50:01,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9380,2.99,2005-07-28 19:47:02,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9381,8.99,2005-07-29 16:44:48,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9382,2.99,2005-07-30 12:49:57,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9383,8.99,2005-08-01 01:04:28,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9384,4.99,2005-08-02 04:19:11,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9385,4.99,2005-08-19 00:36:34,Stephens,ARTIS,1628 Nagareyama Lane,San Lorenzo
9386,4.99,2005-05-25 09:32:03,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9387,4.99,2005-05-29 19:12:04,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9388,5.99,2005-06-17 11:07:06,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9389,2.99,2005-06-21 17:22:58,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9390,8.99,2005-07-08 23:19:52,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9391,4.99,2005-07-09 21:12:50,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9392,6.99,2005-07-29 09:22:52,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9393,4.99,2005-07-31 12:44:33,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9394,2.99,2005-07-31 15:12:13,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9395,5.99,2005-08-01 04:14:12,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9396,4.99,2005-08-02 18:14:56,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9397,5.99,2005-08-22 04:10:49,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9398,0.99,2005-08-23 03:58:02,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9399,8.99,2005-08-23 08:52:03,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9400,0.99,2005-08-23 15:15:19,Hillyer,SIMPKINS,1157 Nyeri Loop,Maikop
9401,2.99,2005-06-21 13:34:19,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9402,4.99,2005-07-07 22:07:31,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9403,4.99,2005-07-10 03:10:21,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9404,4.99,2005-07-11 08:34:09,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9405,2.99,2005-07-11 19:02:19,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9406,8.99,2005-07-12 20:46:35,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9407,6.99,2005-07-28 12:50:55,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9408,5.99,2005-07-29 01:29:51,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9409,0.99,2005-07-29 11:01:57,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9410,8.99,2005-07-29 18:25:03,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9411,4.99,2005-07-31 02:32:10,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9412,3.99,2005-08-01 06:46:43,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9413,0.99,2005-08-01 11:46:17,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9414,4.99,2005-08-02 06:52:54,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9415,2.99,2005-08-02 21:48:28,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9416,2.99,2005-08-23 01:09:48,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9417,5.99,2005-08-23 15:10:42,Stephens,SIMPKINS,1157 Nyeri Loop,Maikop
9418,4.99,2005-06-20 11:48:00,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9419,8.99,2005-06-20 16:04:42,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9420,7.99,2005-06-21 09:04:50,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9421,5.99,2005-07-07 12:49:12,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9422,6.99,2005-07-08 03:06:59,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9423,2.99,2005-07-10 15:56:20,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9424,0.99,2005-07-28 08:06:01,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9425,4.99,2005-07-30 05:19:20,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9426,4.99,2005-07-31 03:05:19,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9427,3.99,2005-07-31 13:00:35,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9428,2.99,2005-07-31 13:37:51,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9429,2.99,2005-08-18 02:07:49,Hillyer,SALISBURY,1673 Tangail Drive,Daugavpils
9430,8.99,2005-06-16 14:11:52,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9431,0.99,2005-06-18 06:31:15,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9432,0.99,2005-07-06 05:27:15,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9433,4.99,2005-07-06 08:27:43,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9434,0.99,2005-07-09 23:11:52,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9435,1.99,2005-07-11 07:55:27,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9436,4.99,2005-07-28 20:39:47,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9437,4.99,2005-07-28 20:55:49,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9438,4.99,2005-07-28 21:42:08,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9439,4.99,2005-07-29 05:28:35,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9440,2.99,2005-07-29 19:54:41,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9441,8.99,2005-08-17 08:45:55,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9442,10.99,2005-08-18 09:13:42,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9443,5.99,2005-08-19 19:12:43,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9444,4.99,2005-08-22 04:16:56,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9445,2.99,2005-08-22 06:30:10,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9446,2.99,2005-08-23 00:07:19,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9447,4.99,2005-08-23 04:51:52,Stephens,SALISBURY,1673 Tangail Drive,Daugavpils
9448,2.99,2005-06-16 09:42:48,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9449,8.99,2005-06-17 14:19:00,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9450,0.99,2005-07-08 11:36:56,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9451,8.99,2005-07-08 17:01:48,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9452,4.99,2005-07-09 17:28:18,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9453,6.99,2005-07-27 19:24:16,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9454,2.99,2005-07-29 09:12:01,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9455,4.99,2005-07-29 11:39:17,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9456,2.99,2005-08-01 20:43:02,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9457,2.99,2005-08-02 13:58:55,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9458,7.99,2005-08-02 20:03:52,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9459,1.99,2005-08-20 18:18:06,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9460,4.99,2005-08-23 18:50:54,Hillyer,QUINTANILLA,381 Kabul Way,Hsichuh
9461,0.99,2005-05-26 00:47:47,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9462,0.99,2005-05-29 21:31:12,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9463,0.99,2005-06-18 23:01:36,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9464,4.99,2005-07-05 23:47:30,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9465,4.99,2005-07-06 05:36:59,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9466,9.99,2005-07-08 04:48:41,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9467,0.99,2005-07-08 08:39:39,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9468,0.99,2005-07-10 23:51:52,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9469,2.99,2005-07-12 16:02:09,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9470,2.99,2005-07-27 15:37:01,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9471,4.99,2005-07-28 08:34:57,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9472,4.99,2005-07-29 16:15:26,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9473,2.99,2005-07-30 23:29:16,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9474,2.99,2005-08-02 04:08:25,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9475,2.99,2005-08-18 15:11:35,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9476,5.99,2005-08-19 03:34:04,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9477,4.99,2005-08-19 05:25:30,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9478,2.99,2005-08-19 16:20:56,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9479,5.99,2005-08-20 06:02:02,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9480,0.99,2005-08-20 08:55:53,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9481,3.99,2005-08-20 23:29:25,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9482,7.99,2005-08-22 05:51:59,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9483,0.99,2005-08-23 14:59:51,Stephens,QUINTANILLA,381 Kabul Way,Hsichuh
9484,4.99,2005-05-30 07:43:04,Hillyer,GILLILAND,953 Hodeida Street,Imus
9485,2.99,2005-06-15 01:42:46,Hillyer,GILLILAND,953 Hodeida Street,Imus
9486,0.99,2005-06-16 00:18:40,Hillyer,GILLILAND,953 Hodeida Street,Imus
9487,8.99,2005-06-20 13:59:21,Hillyer,GILLILAND,953 Hodeida Street,Imus
9488,2.99,2005-07-07 10:52:39,Hillyer,GILLILAND,953 Hodeida Street,Imus
9489,0.99,2005-07-08 19:40:34,Hillyer,GILLILAND,953 Hodeida Street,Imus
9490,4.99,2005-07-09 21:22:00,Hillyer,GILLILAND,953 Hodeida Street,Imus
9491,4.99,2005-07-27 01:26:14,Hillyer,GILLILAND,953 Hodeida Street,Imus
9492,4.99,2005-07-27 03:27:56,Hillyer,GILLILAND,953 Hodeida Street,Imus
9493,1.99,2005-07-30 14:45:02,Hillyer,GILLILAND,953 Hodeida Street,Imus
9494,5.99,2005-07-31 06:33:33,Hillyer,GILLILAND,953 Hodeida Street,Imus
9495,0.99,2005-07-31 08:54:47,Hillyer,GILLILAND,953 Hodeida Street,Imus
9496,4.99,2005-08-02 04:36:52,Hillyer,GILLILAND,953 Hodeida Street,Imus
9497,3.99,2005-08-17 15:40:18,Hillyer,GILLILAND,953 Hodeida Street,Imus
9498,4.99,2005-08-19 17:05:37,Hillyer,GILLILAND,953 Hodeida Street,Imus
9499,6.99,2005-08-23 15:22:15,Hillyer,GILLILAND,953 Hodeida Street,Imus
9500,5.99,2005-08-23 19:19:06,Hillyer,GILLILAND,953 Hodeida Street,Imus
9501,2.99,2006-02-14 15:16:03,Hillyer,GILLILAND,953 Hodeida Street,Imus
9502,6.99,2005-06-20 08:55:50,Stephens,GILLILAND,953 Hodeida Street,Imus
9503,3.99,2005-07-05 23:32:49,Stephens,GILLILAND,953 Hodeida Street,Imus
9504,5.99,2005-07-08 01:42:45,Stephens,GILLILAND,953 Hodeida Street,Imus
9505,2.99,2005-07-28 03:56:05,Stephens,GILLILAND,953 Hodeida Street,Imus
9506,4.99,2005-07-29 02:45:46,Stephens,GILLILAND,953 Hodeida Street,Imus
9507,4.99,2005-08-02 11:29:41,Stephens,GILLILAND,953 Hodeida Street,Imus
9508,8.99,2005-08-02 22:46:47,Stephens,GILLILAND,953 Hodeida Street,Imus
9509,4.99,2005-08-20 07:20:09,Stephens,GILLILAND,953 Hodeida Street,Imus
9510,6.99,2005-08-21 03:51:27,Stephens,GILLILAND,953 Hodeida Street,Imus
9511,6.99,2005-08-21 21:50:51,Stephens,GILLILAND,953 Hodeida Street,Imus
9512,4.99,2005-08-22 04:44:10,Stephens,GILLILAND,953 Hodeida Street,Imus
9513,4.99,2005-05-25 02:53:02,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9514,4.99,2005-05-29 17:38:59,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9515,0.99,2005-06-19 08:03:12,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9516,2.99,2005-06-20 15:13:40,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9517,0.99,2005-07-06 01:15:26,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9518,5.99,2005-07-06 18:59:31,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9519,2.99,2005-07-08 15:18:53,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9520,0.99,2005-07-09 13:14:48,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9521,2.99,2005-07-09 15:44:09,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9522,1.99,2005-07-10 14:06:44,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9523,0.99,2005-08-17 11:29:52,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9524,0.99,2005-08-23 14:35:10,Hillyer,FRALEY,469 Nakhon Sawan Street,Teboksary
9525,3.99,2005-06-17 11:56:09,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9526,0.99,2005-06-21 00:39:39,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9527,3.99,2005-07-11 23:03:02,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9528,4.99,2005-07-27 16:55:25,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9529,0.99,2005-08-16 23:16:46,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9530,6.99,2005-08-17 02:53:14,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9531,6.99,2005-08-17 06:52:41,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9532,6.99,2005-08-18 03:59:51,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9533,2.99,2005-08-18 10:56:20,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9534,0.99,2005-08-19 10:32:28,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9535,1.99,2005-08-23 13:56:40,Stephens,FRALEY,469 Nakhon Sawan Street,Teboksary
9536,1.99,2005-05-31 19:20:14,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9537,0.99,2005-06-17 02:08:00,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9538,2.99,2005-06-19 17:10:24,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9539,2.99,2005-07-06 16:26:04,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9540,0.99,2005-07-08 04:11:04,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9541,1.99,2005-07-08 14:24:00,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9542,0.99,2005-07-09 14:55:07,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9543,3.99,2005-07-10 20:58:22,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9544,4.99,2005-07-12 11:28:22,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9545,7.99,2005-07-31 07:44:18,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9546,6.99,2005-08-21 09:31:47,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9547,4.99,2005-08-23 08:57:11,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9548,2.99,2005-08-23 13:01:43,Hillyer,FOUST,1378 Beira Loop,Zeleznogorsk
9549,5.99,2005-06-16 20:04:50,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9550,5.99,2005-07-08 14:51:45,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9551,3.99,2005-07-11 11:06:50,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9552,5.99,2005-07-12 16:04:40,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9553,4.99,2005-07-28 01:01:03,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9554,4.99,2005-07-29 09:48:03,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9555,0.99,2005-07-31 21:20:59,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9556,2.99,2005-08-01 11:04:46,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9557,0.99,2005-08-02 09:00:59,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9558,4.99,2005-08-22 13:44:32,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9559,2.99,2005-08-23 10:43:56,Stephens,FOUST,1378 Beira Loop,Zeleznogorsk
9560,2.99,2005-05-29 14:44:22,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9561,0.99,2005-06-15 21:58:00,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9562,4.99,2005-06-16 09:20:33,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9563,4.99,2005-06-16 11:08:28,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9564,4.99,2005-06-16 19:11:45,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9565,2.99,2005-07-27 03:03:25,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9566,7.99,2005-07-27 17:04:15,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9567,4.99,2005-07-27 23:06:41,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9568,5.99,2005-07-28 09:18:07,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9569,2.99,2005-07-28 10:37:55,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9570,0.99,2005-07-30 22:30:57,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9571,5.99,2005-08-17 11:05:53,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9572,6.99,2005-08-17 12:36:37,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9573,2.99,2005-08-18 22:33:22,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9574,4.99,2005-08-21 01:43:11,Hillyer,CROUSE,1641 Changhwa Place,Bamenda
9575,4.99,2005-06-21 09:37:53,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9576,4.99,2005-07-07 06:56:13,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9577,5.99,2005-07-11 19:10:38,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9578,6.99,2005-07-27 20:40:40,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9579,0.99,2005-08-17 18:21:58,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9580,5.99,2005-08-18 03:17:33,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9581,0.99,2005-08-22 02:25:53,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9582,2.99,2006-02-14 15:16:03,Stephens,CROUSE,1641 Changhwa Place,Bamenda
9583,3.99,2005-07-12 08:20:02,Hillyer,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9584,0.99,2005-08-02 11:12:08,Hillyer,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9585,5.99,2005-08-19 05:04:09,Hillyer,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9586,4.99,2005-08-21 10:24:54,Hillyer,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9587,1.99,2005-08-23 05:10:42,Hillyer,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9588,6.99,2005-05-31 14:24:18,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9589,2.99,2005-06-15 13:30:30,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9590,7.99,2005-06-17 06:48:31,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9591,6.99,2005-06-21 02:39:31,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9592,5.99,2005-07-07 20:35:00,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9593,1.99,2005-07-12 05:20:35,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9594,3.99,2005-07-28 14:56:41,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9595,2.99,2005-07-31 19:49:35,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9596,4.99,2005-08-02 19:43:07,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9597,4.99,2005-08-17 07:09:59,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9598,0.99,2005-08-20 06:03:33,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9599,0.99,2005-08-23 08:29:53,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9600,2.99,2005-08-23 09:23:08,Stephens,SCARBOROUGH,1698 Southport Loop,Pachuca de Soto
9601,0.99,2005-05-25 23:34:22,Hillyer,NGO,519 Nyeri Manor,Santo Andr
9602,0.99,2005-06-15 21:48:18,Hillyer,NGO,519 Nyeri Manor,Santo Andr
